time,price,return
2015/3/27,1056.42,0.979799666
2015/3/30,1068.48,1.011415914
2015/3/31,1064.08,0.995882001
2015/4/1,1060.71,0.996832945
2015/4/2,1056.59,0.996115809
2015/4/3,1068.7,1.011461399
2015/4/7,1089.66,1.019612613
2015/4/8,1110.45,1.019079346
2015/4/9,1086.02,0.97799991
2015/4/10,1087.21,1.001095744
2015/4/13,1107.2,1.018386512
2015/4/14,1118.6,1.010296243
2015/4/15,1116.97,0.998542821
2015/4/16,1228.67,1.100002686
2015/4/17,1262.82,1.027794282
2015/4/20,1270.8,1.00631919
2015/4/21,1397.87,1.099992131
2015/4/22,1432.95,1.025095324
2015/4/23,1390.32,0.970250183
2015/4/24,1403.62,1.009566143
2015/4/27,1388.96,0.989555578
2015/4/28,1346.06,0.969113581
2015/4/29,1356.33,1.007629675
2015/4/30,1369.63,1.009805873
2015/5/4,1384.51,1.010864248
2015/5/5,1308.38,0.945013037
2015/5/6,1317.77,1.007176814
2015/5/7,1329.99,1.009273242
2015/5/8,1380.17,1.037729607
2015/5/11,1397.92,1.012860735
2015/5/12,1381.52,0.988268284
2015/5/13,1392.27,1.007781284
2015/5/14,1365.18,0.980542567
2015/5/15,1331.29,0.975175435
2015/5/18,1309.41,0.983564813
2015/5/19,1357.74,1.036909753
2015/5/20,1378.97,1.015636278
2015/5/21,1404.17,1.018274509
2015/5/22,1497.94,1.066779663
2015/5/25,1557.51,1.039767948
2015/5/26,1550.51,0.995505647
2015/5/27,1503.59,0.969738989
2015/5/28,1417.85,0.942976476
2015/5/29,1432.62,1.010417181
2015/6/1,1474.05,1.028919043
2015/6/2,1447.77,0.982171568
2015/6/3,1426.97,0.985633077
2015/6/4,1402.1,0.982571463
2015/6/5,1378.37,0.983075387
2015/6/8,1437.02,1.042550259
2015/6/9,1406.56,0.978803357
2015/6/10,1417.52,1.00779206
2015/6/11,1412.15,0.996211694
2015/6/12,1444.4,1.022837517
2015/6/15,1416.66,0.980794794
2015/6/16,1378.97,0.973395169
2015/6/17,1385.16,1.004488858
2015/6/18,1324.78,0.956409368
2015/6/19,1277.75,0.964499766
2015/6/23,1369.74,1.071993739
2015/6/24,1418.39,1.035517689
2015/6/25,1367.24,0.963937986
2015/6/26,1316.52,0.962903367
2015/6/29,1339.28,1.017288002
2015/6/30,1399.06,1.044635924
2015/7/1,1398.19,0.999378154
2015/7/2,1413.45,1.01091411
2015/7/3,1356.49,0.95970144
2015/7/6,1379.46,1.016933409
2015/7/7,1325.92,0.961187711
2015/7/8,1286.17,0.970020816
2015/7/9,1400.64,1.089000676
2015/7/10,1442.18,1.029657871
2015/7/13,1399.61,0.970482187
2015/7/14,1352.36,0.966240596
2015/7/15,1364.36,1.008873377
2015/7/16,1366.16,1.0013193
2015/7/17,1387.77,1.015818059
2015/7/20,1368.44,0.986071179
2015/7/21,1347.47,0.984675981
2015/7/22,1319.93,0.979561697
2015/7/23,1334.58,1.011099073
2015/7/24,1332.57,0.998493908
2015/7/27,1225.04,0.919306303
2015/7/28,1251.24,1.021387057
2015/7/29,1262.85,1.009278795
2015/7/30,1252.03,0.991432078
2015/7/31,1257.32,1.004225138
2015/8/3,1273.91,1.013194732
2015/8/4,1288.56,1.011500027
2015/8/5,1259.5,0.977447694
2015/8/6,1245.95,0.989241763
2015/8/7,1257.92,1.009607127
2015/8/10,1290.57,1.025955546
2015/8/11,1281.15,0.9927009
2015/8/12,1273.36,0.993919525
2015/8/13,1273.61,1.000196331
2015/8/14,1276.47,1.002245585
2015/8/17,1253.61,0.982091236
2015/8/18,1222.24,0.974976269
2015/8/19,1225.64,1.002781778
2015/8/20,1185.83,0.96751901
2015/8/21,1132.7,0.955195939
2015/8/24,1031.24,0.910426415
2015/8/25,1073.49,1.040970094
2015/8/26,1117.8,1.041276584
2015/8/27,1197.99,1.07173913
2015/8/28,1171.12,0.977570764
2015/8/31,1187.65,1.014114694
2015/9/1,1181.57,0.994880647
2015/9/2,1183.03,1.001235644
2015/9/7,1147.17,0.969688005
2015/9/8,1150.87,1.003225328
2015/9/9,1166.31,1.013415938
2015/9/10,1174.52,1.007039295
2015/9/11,1172.7,0.998450431
2015/9/14,1231.18,1.049867826
2015/9/15,1227.95,0.997376501
2015/9/16,1243.46,1.012630807
2015/9/17,1203.64,0.967976453
2015/9/18,1212.33,1.007219767
2015/9/21,1211.54,0.999348362
2015/9/22,1211.36,0.999851429
2015/9/23,1183.7,0.97716616
2015/9/24,1179.32,0.996299738
2015/9/25,1176.04,0.997218736
2015/9/28,1163.4,0.989252066
2015/9/29,1156.04,0.993673715
2015/9/30,1156.89,1.000735269
2015/10/8,1200.72,1.037886057
2015/10/9,1197.26,0.997118396
2015/10/12,1204.19,1.005788216
2015/10/13,1208.14,1.003280213
2015/10/14,1202.61,0.995422716
2015/10/15,1215.74,1.01091792
2015/10/16,1220.3,1.003750802
2015/10/19,1232.33,1.009858232
2015/10/20,1227.77,0.996299692
2015/10/21,1217.68,0.991781848
2015/10/22,1231.18,1.011086657
2015/10/23,1282.54,1.041716077
2015/10/26,1323.58,1.031999002
2015/10/27,1308.5,0.988606658
2015/10/28,1291.42,0.986946886
2015/10/29,1294.82,1.002632761
2015/10/30,1300.05,1.004039171
2015/11/2,1292.15,0.993923311
2015/11/3,1274.82,0.986588244
2015/11/4,1306.86,1.02513296
2015/11/5,1316.46,1.007345852
2015/11/6,1327.77,1.008591222
2015/11/9,1342.42,1.011033537
2015/11/10,1351.84,1.007017178
2015/11/11,1338.29,0.989976624
2015/11/12,1337.44,0.999364861
2015/11/13,1307.65,0.977726104
2015/11/16,1299.57,0.993820977
2015/11/17,1303.09,1.002708588
2015/11/18,1304.91,1.00139668
2015/11/19,1307.16,1.001724257
2015/11/20,1299.2,0.993910462
2015/11/23,1292.51,0.994850677
2015/11/24,1286.86,0.995628661
2015/11/25,1294.7,1.006092349
2015/11/26,1293.85,0.999343477
2015/11/27,1262.85,0.976040499
2015/11/30,1302.79,1.031626876
2015/12/1,1299.69,0.997620491
2015/12/2,1346.98,1.0363856
2015/12/3,1338.59,0.993771251
2015/12/4,1308.87,0.977797533
2015/12/7,1304,0.996279233
2015/12/8,1288.38,0.988021472
2015/12/9,1303.76,1.011937472
2015/12/10,1294.58,0.992958827
2015/12/11,1285.16,0.992723509
2015/12/14,1301.51,1.012722151
2015/12/15,1304,1.001913162
2015/12/16,1300.36,0.997208589
2015/12/17,1312.21,1.009112861
2015/12/18,1318.41,1.004724853
2015/12/21,1380.11,1.046798796
2015/12/22,1367.95,0.991189108
2015/12/23,1355.61,0.990979202
2015/12/24,1366.43,1.007981647
2015/12/25,1364.73,0.998755882
2015/12/28,1332.03,0.976039217
2015/12/29,1336.34,1.003235663
2015/12/30,1330.45,0.995592439
2015/12/31,1326.37,0.996933368
2016/1/4,1276.71,0.962559467
2016/1/5,1293.73,1.01333114
2016/1/6,1289.84,0.99699319
2016/1/7,1229.35,0.95310271
2016/1/8,1243.94,1.01186806
2016/1/11,1214.95,0.976695017
2016/1/12,1196.28,0.984633112
2016/1/13,1214.46,1.015197111
2016/1/14,1245.1,1.02522932
2016/1/15,1209.72,0.971584612
2016/1/18,1212.33,1.002157524
2016/1/19,1278.05,1.054209662
2016/1/20,1229.9,0.962325418
2016/1/21,1217.38,0.989820311
2016/1/22,1232.45,1.012379044
2016/1/25,1232.64,1.000154164
2016/1/26,1209.78,0.981454439
2016/1/27,1215.37,1.004620675
2016/1/28,1195.37,0.983544106
2016/1/29,1219.75,1.020395359
2016/2/1,1223.64,1.003189178
2016/2/2,1243.46,1.016197574
2016/2/3,1238.05,0.995649237
2016/2/4,1246.13,1.006526392
2016/2/5,1239.32,0.994535081
2016/2/15,1218.29,0.983031017
2016/2/16,1239.63,1.017516355
2016/2/17,1229.78,0.992054081
2016/2/18,1226.19,0.997080779
2016/2/19,1234.7,1.006940197
2016/2/22,1263.21,1.023090629
2016/2/23,1291.24,1.022189501
2016/2/24,1323.64,1.025092159
2016/2/25,1291.24,0.975522045
2016/2/26,1318.17,1.020855921
2016/2/29,1306.43,0.991093713
2016/3/1,1327.77,1.016334591
2016/3/2,1363.03,1.026555804
2016/3/3,1384.85,1.016008452
2016/3/4,1451.54,1.04815684
2016/3/7,1420.29,0.978471141
2016/3/8,1393.36,0.981039084
2016/3/9,1382.6,0.99227766
2016/3/10,1386.37,1.002726747
2016/3/11,1386.31,0.999956722
2016/3/14,1365.16,0.984743672
2016/3/15,1409.84,1.032728764
2016/3/16,1389.72,0.985728877
2016/3/17,1395.49,1.004151915
2016/3/18,1373.85,0.984492902
2016/3/21,1410.2,1.026458493
2016/3/22,1425.46,1.01082116
2016/3/23,1428.38,1.002048462
2016/3/24,1475.13,1.032729386
2016/3/25,1489.23,1.00955848
2016/3/28,1517.19,1.018774803
2016/3/29,1508.26,0.994114119
2016/3/30,1511.6,1.002214472
2016/3/31,1505.4,0.995898386
2016/4/1,1489.9,0.989703733
2016/4/5,1492.51,1.001751795
2016/4/6,1563.58,1.047617771
2016/4/7,1544.73,0.987944333
2016/4/8,1518.89,0.983272158
2016/4/11,1481.57,0.975429425
2016/4/12,1488.86,1.004920456
2016/4/13,1472.57,0.989058743
2016/4/14,1475.73,1.002145908
2016/4/15,1488.74,1.008815976
2016/4/18,1481.33,0.995022637
2016/4/19,1478.29,0.99794779
2016/4/20,1449.47,0.980504502
2016/4/21,1461.21,1.008099512
2016/4/22,1503.94,1.029242888
2016/4/25,1486.43,0.988357248
2016/4/26,1482.42,0.997302261
2016/4/27,1488.62,1.00418235
2016/4/28,1498.1,1.006368314
